Age,Attrition,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
31,No,Finance,19,2901,4,Male,64,4,2,Analyst,4,Married,11095,1,Yes,2,1,74,1,28,6,6
27,No,Marketing,20,2902,4,Female,27,1,4,Assistant,4,Married,9599,1,No,2,3,68,1,7,11,7
27,No,Finance,31,2903,1,Female,85,1,4,Analyst,1,Single,5341,1,No,1,3,73,3,29,8,6
31,No,Sales,48,2904,3,Female,49,3,5,Executive,1,Single,15244,2,No,2,2,51,1,20,6,6
52,No,HR,9,2905,4,Female,87,2,3,Manager,3,Divorced,10408,3,Yes,4,1,37,3,26,13,7
45,No,Sales,5,2906,2,Female,49,1,5,Analyst,5,Divorced,6073,2,No,2,3,70,3,20,4,7
58,No,Marketing,39,2907,3,Female,38,3,3,Executive,3,Divorced,8545,3,No,1,1,99,3,29,7,5
47,No,Finance,14,2908,1,Male,99,2,5,Assistant,3,Divorced,13727,1,No,3,4,81,3,3,5,3
24,No,HR,49,2909,2,Female,67,3,5,Analyst,5,Single,3915,1,Yes,4,1,73,3,17,11,4
27,No,Marketing,39,2910,2,Female,53,4,4,Manager,2,Divorced,19645,1,Yes,1,4,56,2,20,13,5
44,No,IT,49,2911,3,Male,33,4,3,Analyst,5,Married,8514,2,Yes,4,1,6,2,19,11,8
46,No,IT,10,2912,3,Female,58,2,4,Assistant,2,Single,18044,1,No,3,1,35,1,8,1,4
42,No,IT,32,2913,1,Female,60,2,3,Assistant,5,Single,6040,4,Yes,1,2,94,4,21,3,8
49,No,HR,40,2914,1,Male,59,3,2,Assistant,2,Single,7903,2,Yes,3,4,49,1,23,3,8
42,No,Sales,6,2915,2,Male,46,1,2,Analyst,4,Married,15835,1,No,4,4,71,4,19,1,7
39,No,HR,27,2916,3,Male,19,1,2,Analyst,4,Single,14186,1,Yes,3,1,39,4,19,4,9
37,No,HR,2,2917,4,Male,90,4,1,Analyst,5,Married,9241,1,No,3,1,73,4,27,2,5
37,Yes,HR,20,2918,3,Male,20,4,4,Manager,1,Divorced,4972,4,Yes,1,1,39,1,6,12,0
21,No,IT,20,2919,3,Male,96,4,4,Executive,4,Single,5174,4,Yes,4,4,50,1,26,10,4
23,No,Sales,41,2920,2,Male,21,4,2,Analyst,5,Married,9722,1,No,3,4,91,4,20,1,2
49,No,HR,3,2921,1,Female,97,3,5,Manager,5,Single,12031,2,Yes,4,3,89,1,8,12,8
52,Yes,Sales,33,2922,2,Female,29,4,4,Assistant,4,Divorced,10248,3,Yes,1,3,19,3,3,13,3
55,Yes,Finance,8,2923,4,Female,87,4,3,Analyst,5,Single,15028,2,No,3,4,1,2,5,6,6
37,No,HR,6,2924,4,Male,34,1,4,Analyst,1,Divorced,19931,4,Yes,2,2,86,2,1,7,5
56,No,HR,45,2925,1,Female,73,1,4,Analyst,2,Single,15354,3,Yes,3,4,22,2,1,13,5
38,No,HR,22,2926,3,Male,98,3,3,Manager,5,Married,14858,2,No,3,1,80,4,24,4,4
47,No,Finance,14,2927,2,Female,18,4,2,Analyst,4,Divorced,8552,3,Yes,1,1,40,3,23,5,0
59,Yes,Finance,26,2928,4,Female,88,4,2,Analyst,1,Single,6876,1,No,3,1,56,2,1,9,2
39,No,IT,48,2929,3,Female,54,1,3,Executive,1,Divorced,6791,3,Yes,1,3,20,3,6,13,4
52,Yes,Marketing,43,2930,1,Female,79,2,4,Manager,5,Divorced,10542,3,Yes,3,3,38,2,2,14,1
31,Yes,Sales,44,2931,4,Male,49,1,4,Executive,3,Married,3574,3,Yes,1,1,25,3,12,8,1
34,Yes,Marketing,36,2932,1,Male,58,2,2,Executive,4,Married,4101,1,Yes,2,4,94,1,17,14,3
58,No,HR,37,2933,2,Female,21,3,1,Executive,1,Married,8234,3,Yes,4,4,71,1,10,13,6
21,Yes,HR,39,2934,3,Male,36,2,2,Executive,4,Married,16816,1,Yes,1,4,50,3,5,2,0
48,No,IT,40,2935,3,Male,37,2,3,Assistant,5,Divorced,9874,3,Yes,2,4,70,3,5,14,8
29,No,Marketing,46,2936,1,Female,79,3,1,Analyst,5,Divorced,18513,2,No,4,2,20,4,2,10,0
21,No,HR,29,2937,4,Male,34,3,1,Executive,3,Single,17319,4,No,2,4,57,3,12,3,7
30,Yes,Marketing,1,2938,1,Male,46,1,3,Manager,3,Single,15822,4,No,1,3,49,4,5,9,5
32,No,IT,34,2939,2,Male,50,4,5,Analyst,5,Single,8845,2,Yes,2,2,22,2,15,5,0
29,No,Marketing,13,2940,2,Male,32,1,2,Executive,2,Married,6731,3,Yes,4,4,76,1,23,1,6
33,No,Sales,7,2941,2,Female,47,2,4,Executive,2,Divorced,14714,3,Yes,3,3,41,2,20,9,1
37,Yes,IT,9,2942,2,Female,83,1,2,Manager,1,Divorced,13546,1,Yes,4,2,41,4,18,8,0
28,No,Marketing,17,2943,1,Male,96,3,3,Assistant,3,Single,6750,4,Yes,2,4,91,1,29,10,7
58,No,HR,22,2944,2,Female,23,3,4,Manager,1,Single,16124,2,No,3,3,39,2,21,14,1
47,No,Finance,11,2945,3,Female,56,4,5,Assistant,4,Divorced,4299,2,Yes,3,4,26,2,27,7,8
22,No,Finance,41,2946,1,Female,85,1,3,Assistant,5,Married,14999,3,Yes,3,2,95,3,6,13,5
39,No,IT,4,2947,4,Male,93,3,2,Assistant,5,Single,14177,3,No,4,3,19,1,29,7,0
25,No,Finance,40,2948,2,Male,18,2,1,Executive,2,Single,10002,3,Yes,2,1,61,2,24,8,7
46,No,Sales,30,2949,4,Female,60,1,3,Executive,1,Divorced,8527,1,Yes,2,1,12,3,14,11,6
21,No,IT,21,2950,4,Female,86,4,3,Assistant,1,Divorced,14492,3,No,1,1,41,3,25,4,0
48,No,HR,18,2951,4,Male,38,4,2,Assistant,4,Single,6298,3,No,4,1,65,3,11,7,7
57,No,HR,25,2952,2,Female,86,4,5,Executive,1,Single,14590,4,Yes,1,4,42,4,26,8,1
22,No,IT,42,2953,1,Male,83,1,2,Assistant,4,Married,15564,3,Yes,3,1,82,4,8,11,7
35,No,Finance,19,2954,1,Female,37,1,2,Executive,1,Married,17179,1,No,1,1,48,3,23,10,8
49,No,Finance,49,2955,4,Male,69,1,5,Assistant,3,Married,13252,4,Yes,2,2,78,2,25,3,4
59,No,HR,29,2956,3,Male,29,4,5,Executive,5,Married,17532,3,Yes,3,3,90,2,9,2,4
21,No,Sales,16,2957,2,Male,65,1,3,Manager,4,Single,15902,1,No,3,3,11,1,6,2,6
36,No,Finance,10,2958,1,Male,64,1,1,Assistant,5,Single,16481,1,No,2,3,39,2,28,7,0
31,Yes,Sales,41,2959,2,Female,61,1,2,Assistant,5,Single,5156,3,No,3,4,73,3,3,9,4
54,No,Finance,46,2960,1,Male,97,1,1,Manager,1,Married,13615,4,Yes,1,2,91,1,28,14,0
20,No,IT,39,2961,4,Female,39,3,5,Analyst,1,Single,5794,2,No,2,1,67,1,27,13,7
34,No,Marketing,33,2962,4,Male,53,3,5,Assistant,4,Divorced,7243,2,Yes,4,4,3,2,8,12,7
45,No,HR,49,2963,2,Male,82,1,2,Analyst,2,Married,18360,4,No,1,1,91,1,16,8,0
56,No,IT,22,2964,1,Female,60,4,3,Manager,2,Divorced,6042,4,Yes,3,3,41,2,19,10,1
40,No,Finance,5,2965,3,Female,86,4,2,Assistant,5,Married,9892,3,No,4,2,92,3,1,10,6
50,No,HR,4,2966,3,Female,27,1,3,Analyst,2,Single,7091,4,No,1,3,11,3,13,7,6
44,No,Marketing,41,2967,2,Male,52,4,4,Assistant,3,Married,3435,1,No,1,3,21,2,12,9,8
42,No,Marketing,17,2968,3,Male,50,2,3,Assistant,1,Divorced,5372,2,Yes,2,4,67,4,20,4,2
43,No,Finance,48,2969,1,Female,51,4,2,Executive,5,Married,13396,2,Yes,3,2,88,3,25,10,1
57,No,HR,45,2970,3,Male,56,3,2,Analyst,1,Divorced,3111,4,Yes,2,1,71,4,29,13,9
47,Yes,Finance,47,2971,2,Female,33,4,3,Executive,2,Single,6034,4,No,1,3,92,2,8,7,7
40,Yes,Marketing,28,2972,4,Male,51,3,1,Executive,3,Divorced,8574,4,No,3,1,70,2,14,5,6
37,Yes,IT,47,2973,4,Male,79,3,3,Analyst,3,Single,8888,3,No,3,4,7,3,6,1,2
55,No,IT,15,2974,3,Male,99,3,4,Analyst,4,Divorced,12288,2,Yes,3,4,17,3,3,10,2
54,No,Sales,34,2975,1,Female,53,2,4,Executive,5,Single,8049,3,Yes,3,2,89,4,3,4,6
28,No,Marketing,8,2976,2,Male,40,3,1,Assistant,3,Divorced,10360,3,Yes,1,1,59,4,23,1,4
57,No,Marketing,39,2977,2,Female,56,4,4,Assistant,5,Single,7968,3,No,4,4,72,1,14,1,8
49,No,Finance,41,2978,1,Female,76,1,2,Manager,5,Single,11285,4,No,4,1,60,3,21,7,9
53,No,Sales,13,2979,2,Male,67,4,1,Assistant,5,Single,9825,1,No,2,2,99,3,3,3,6
51,Yes,Sales,20,2980,1,Female,81,3,1,Analyst,1,Divorced,3667,2,No,1,3,30,2,28,9,0
22,Yes,HR,40,2981,2,Female,64,2,1,Analyst,5,Divorced,3514,4,No,1,2,5,2,12,11,0
22,No,Finance,33,2982,1,Male,83,3,3,Manager,2,Single,7289,3,No,3,2,99,4,12,7,5
47,No,IT,32,2983,3,Female,43,2,3,Analyst,3,Married,13293,4,No,2,3,78,3,17,11,4
34,Yes,HR,18,2984,3,Female,16,3,1,Executive,1,Single,3811,4,Yes,3,2,17,4,11,6,4
42,No,Sales,45,2985,2,Male,32,3,4,Manager,3,Married,18568,3,Yes,1,1,53,1,9,2,7
59,No,IT,21,2986,4,Male,74,2,2,Manager,2,Single,8749,4,Yes,1,4,39,2,27,5,7
30,No,Marketing,11,2987,4,Male,28,4,2,Assistant,1,Divorced,18439,1,Yes,2,4,50,2,28,8,8
51,No,Finance,11,2988,1,Female,54,1,3,Assistant,4,Married,6069,4,Yes,2,3,73,3,28,4,3
55,No,Sales,9,2989,2,Female,78,4,5,Executive,2,Divorced,19734,3,No,4,2,71,3,5,14,4
52,No,Marketing,16,2990,2,Male,44,1,1,Executive,4,Married,17639,3,No,1,1,88,3,11,8,6
43,No,Sales,38,2991,4,Female,43,4,5,Assistant,3,Married,4264,4,No,3,1,97,3,7,9,2
58,No,IT,28,2992,3,Male,43,2,2,Assistant,2,Married,11977,4,Yes,2,3,35,3,10,8,5
53,No,HR,22,2993,4,Male,33,2,3,Executive,4,Married,9734,2,Yes,3,4,5,1,9,6,2
47,No,IT,48,2994,4,Male,72,1,3,Assistant,4,Divorced,17639,3,No,1,2,22,2,20,2,3
56,No,Finance,39,2995,1,Female,54,3,3,Manager,1,Married,16846,2,Yes,1,1,47,1,29,8,9
26,No,Finance,32,2996,4,Female,23,2,3,Executive,1,Single,15398,4,Yes,4,1,99,1,15,4,7
23,Yes,Sales,22,2997,4,Male,91,3,3,Assistant,3,Single,13499,1,Yes,2,3,19,4,29,1,9
56,Yes,IT,3,2998,2,Male,45,1,1,Analyst,2,Married,3665,3,No,2,2,60,3,28,13,3
20,No,HR,30,2999,3,Female,92,2,5,Analyst,4,Divorced,17866,3,Yes,4,2,86,2,11,5,3
20,Yes,Finance,11,3000,1,Male,29,3,2,Executive,2,Divorced,6657,3,Yes,3,1,54,3,21,3,6
39,No,HR,23,3001,4,Female,48,4,2,Analyst,5,Married,18573,2,No,4,1,86,1,3,3,2
38,No,Marketing,13,3002,2,Male,76,1,3,Analyst,3,Divorced,17525,4,Yes,4,3,35,2,23,7,2
48,No,Sales,26,3003,2,Male,88,2,3,Manager,3,Divorced,16952,2,No,4,1,44,2,29,12,0
29,No,HR,26,3004,3,Female,71,2,3,Executive,1,Divorced,13383,2,Yes,1,3,85,4,15,1,6
37,Yes,Sales,19,3005,3,Female,35,1,4,Analyst,4,Married,9903,2,No,3,2,86,4,17,3,3
47,No,Marketing,33,3006,1,Female,68,1,2,Assistant,2,Single,8299,2,Yes,2,2,41,4,24,10,6
54,No,HR,21,3007,1,Female,51,2,3,Executive,4,Single,19215,2,No,1,3,72,3,3,6,1
50,No,HR,35,3008,1,Female,54,1,5,Executive,3,Single,3717,1,Yes,2,4,28,1,29,14,4
46,No,Marketing,24,3009,2,Male,34,4,4,Analyst,4,Single,5920,2,No,4,4,20,4,20,8,6
30,Yes,IT,46,3010,3,Male,85,2,1,Analyst,3,Single,3654,4,Yes,4,2,61,4,26,6,8
57,Yes,HR,22,3011,2,Female,32,1,4,Manager,5,Divorced,9328,3,Yes,1,3,36,3,4,11,9
24,Yes,HR,14,3012,2,Female,58,1,4,Assistant,4,Divorced,6811,4,No,3,4,36,2,11,4,3
27,No,Finance,35,3013,3,Male,70,2,4,Manager,3,Divorced,17437,2,Yes,4,3,29,3,23,8,5
53,No,IT,5,3014,3,Male,31,3,5,Manager,4,Married,18747,2,Yes,1,4,66,2,28,10,2
31,No,HR,22,3015,2,Female,56,2,2,Assistant,4,Divorced,9111,3,Yes,3,3,32,3,7,5,1
57,No,Marketing,25,3016,1,Female,85,4,3,Analyst,2,Single,13919,3,Yes,2,2,60,4,20,10,9
20,No,Sales,34,3017,2,Male,42,1,5,Manager,4,Divorced,15375,3,Yes,1,4,47,1,22,6,1
50,No,Marketing,34,3018,3,Female,35,4,5,Executive,4,Single,8363,4,No,2,3,42,1,24,12,4
23,No,IT,49,3019,4,Male,51,1,3,Manager,4,Divorced,13533,4,Yes,3,1,79,3,26,13,2
24,No,Finance,41,3020,2,Male,37,2,4,Assistant,3,Single,6201,1,Yes,1,4,27,4,14,1,1
49,No,Finance,15,3021,2,Female,62,3,1,Manager,3,Divorced,9998,3,No,4,4,19,1,4,4,1
43,Yes,Finance,10,3022,3,Male,73,4,4,Manager,4,Single,8331,2,Yes,2,4,42,3,13,11,2
22,No,Marketing,40,3023,1,Male,88,2,4,Executive,5,Single,13951,1,Yes,3,4,73,2,1,4,0
30,No,Sales,36,3024,1,Male,66,3,2,Assistant,4,Married,19674,3,Yes,4,4,27,4,23,12,7
23,No,Sales,47,3025,2,Female,31,2,4,Executive,4,Divorced,9960,1,Yes,1,1,99,4,18,12,8
45,No,HR,11,3026,4,Male,52,4,1,Analyst,3,Single,8738,1,Yes,4,3,7,4,27,5,0
46,No,Sales,4,3027,4,Female,15,4,5,Assistant,1,Divorced,6423,4,No,1,1,87,1,13,12,4
46,No,Sales,8,3028,4,Male,89,4,4,Manager,1,Single,14358,3,Yes,1,2,64,1,3,1,7
25,No,HR,11,3029,3,Male,47,2,5,Executive,4,Married,6499,3,Yes,2,1,16,4,8,4,1
34,No,Marketing,29,3030,3,Male,58,1,2,Executive,5,Married,16086,4,No,1,4,59,1,18,11,0
49,No,Marketing,42,3031,1,Male,34,4,1,Assistant,2,Married,17973,1,Yes,3,2,19,2,2,7,4
56,No,IT,26,3032,4,Male,61,1,3,Executive,3,Married,12168,3,No,3,3,12,1,20,6,0
56,No,Marketing,31,3033,2,Female,83,3,3,Assistant,2,Single,4200,1,Yes,2,1,12,1,6,10,5
56,Yes,Finance,25,3034,3,Female,56,2,2,Analyst,2,Divorced,3121,2,Yes,1,2,30,4,26,5,8
54,Yes,Finance,34,3035,4,Male,40,2,1,Assistant,5,Married,7370,1,No,3,2,21,4,27,11,7
42,Yes,IT,11,3036,3,Female,63,1,5,Assistant,5,Married,12151,3,No,4,4,14,3,18,1,5
25,No,Sales,27,3037,4,Female,85,2,2,Analyst,1,Married,6815,1,Yes,3,3,78,3,25,8,3
23,Yes,IT,13,3038,1,Male,32,3,4,Analyst,3,Divorced,7407,2,Yes,1,1,97,2,28,12,6
37,No,HR,1,3039,3,Female,23,4,5,Manager,1,Single,17753,4,No,4,4,46,2,18,5,5
28,No,IT,10,3040,4,Female,80,2,4,Executive,5,Single,3687,1,Yes,3,2,35,3,9,14,6
48,No,IT,38,3041,2,Female,74,2,4,Analyst,5,Single,16556,4,No,4,2,95,1,15,13,1
32,No,Finance,13,3042,1,Female,51,3,5,Analyst,3,Single,16444,3,Yes,1,1,12,3,23,13,6
36,No,HR,38,3043,2,Male,61,2,4,Executive,3,Divorced,18006,2,No,3,4,83,3,27,14,9
51,No,HR,42,3044,1,Female,43,3,3,Executive,4,Divorced,17103,2,No,2,3,24,2,3,8,3
41,No,IT,2,3045,4,Male,77,3,5,Manager,4,Divorced,7436,3,No,4,3,52,2,25,14,4
23,Yes,HR,44,3046,4,Male,29,2,2,Manager,2,Married,3021,4,Yes,2,3,85,1,9,11,6
24,No,HR,1,3047,2,Female,23,1,3,Assistant,3,Divorced,18973,3,No,2,1,66,4,22,6,9
56,No,Marketing,2,3048,1,Male,94,4,2,Manager,3,Single,10317,2,Yes,2,2,40,4,18,7,1
32,No,HR,32,3049,3,Female,80,2,1,Analyst,1,Divorced,9712,2,No,4,1,28,3,23,10,0
53,No,Sales,12,3050,4,Male,15,3,2,Analyst,1,Married,15144,4,No,3,4,40,1,20,10,4
41,No,HR,40,3051,2,Female,23,3,5,Executive,4,Single,3969,1,Yes,4,1,67,4,20,14,9
42,No,Finance,39,3052,2,Female,71,3,2,Manager,2,Divorced,6778,1,Yes,4,1,81,4,7,1,0
22,No,Marketing,33,3053,4,Male,70,3,1,Assistant,5,Single,11536,2,No,3,1,53,2,21,6,5
53,No,Finance,36,3054,2,Female,34,4,4,Assistant,4,Single,19284,2,No,1,4,39,4,17,3,1
51,No,Finance,21,3055,4,Female,16,4,5,Assistant,1,Divorced,6331,3,Yes,3,3,20,2,3,3,1
40,No,Sales,39,3056,4,Female,15,3,3,Assistant,5,Divorced,7295,3,Yes,4,2,94,4,7,3,3
40,Yes,Marketing,5,3057,2,Female,88,3,3,Executive,2,Married,18962,3,No,4,4,97,2,13,6,9
30,No,IT,16,3058,4,Male,68,1,2,Manager,1,Divorced,14799,4,Yes,2,1,16,1,9,8,1
58,No,HR,14,3059,2,Male,33,3,3,Manager,4,Divorced,18073,2,No,2,3,89,1,9,12,8
23,No,Sales,12,3060,4,Male,32,3,1,Manager,4,Divorced,19923,4,Yes,4,1,88,3,23,3,2
20,No,Sales,35,3061,4,Female,38,3,3,Manager,2,Single,18231,3,Yes,1,1,3,2,5,3,7
47,No,IT,3,3062,4,Male,66,1,2,Assistant,4,Married,13485,4,No,1,3,59,3,4,5,6
43,Yes,Sales,20,3063,4,Female,34,1,3,Assistant,2,Single,13252,1,Yes,1,3,91,2,9,6,6
54,No,IT,37,3064,1,Female,25,4,4,Executive,3,Divorced,16265,2,Yes,1,2,37,3,6,6,3
32,No,IT,9,3065,4,Female,87,2,4,Executive,1,Married,4488,1,Yes,2,2,65,2,29,7,3
53,No,IT,8,3066,2,Male,93,1,3,Assistant,3,Divorced,3285,3,No,4,3,51,3,10,13,0
30,Yes,Sales,17,3067,4,Male,74,1,5,Analyst,3,Single,8733,3,No,3,1,66,1,18,7,7
55,No,IT,32,3068,4,Male,30,4,3,Manager,4,Single,18280,4,No,3,2,28,1,3,13,0
36,Yes,Sales,28,3069,1,Male,27,3,4,Executive,5,Divorced,19496,2,Yes,3,2,27,4,23,11,3
54,No,Marketing,39,3070,4,Female,67,1,4,Assistant,4,Married,7433,3,Yes,3,3,59,3,20,3,2
37,Yes,IT,13,3071,4,Male,20,3,1,Manager,1,Single,9926,2,No,1,1,90,2,7,14,0
59,No,Sales,38,3072,3,Male,39,4,2,Manager,4,Divorced,13998,2,Yes,3,1,6,1,29,5,6
41,No,Sales,45,3073,2,Male,77,3,1,Assistant,1,Divorced,4563,3,Yes,4,4,20,3,12,1,6
43,No,Sales,15,3074,2,Male,61,4,5,Analyst,5,Divorced,18827,2,No,1,3,37,1,28,1,1
38,Yes,HR,43,3075,3,Female,29,2,2,Analyst,5,Married,16699,1,Yes,4,1,77,3,5,2,9
56,No,HR,28,3076,1,Male,68,1,3,Executive,5,Divorced,16891,2,Yes,1,1,43,3,17,12,4
58,No,IT,22,3077,3,Male,96,3,3,Assistant,1,Divorced,9689,1,Yes,3,4,86,1,26,12,7
40,No,Marketing,2,3078,1,Male,57,3,5,Executive,5,Single,11662,3,No,3,3,51,4,19,2,0
27,No,IT,11,3079,4,Female,28,4,4,Analyst,3,Divorced,5986,2,No,4,4,98,1,25,7,8
47,No,Finance,41,3080,4,Male,48,4,3,Executive,4,Married,18586,1,Yes,4,2,93,3,4,5,6
24,Yes,Finance,30,3081,1,Male,16,3,1,Executive,4,Divorced,17026,4,Yes,3,4,92,3,12,13,6
36,No,Marketing,20,3082,2,Male,34,4,4,Analyst,1,Married,5620,3,Yes,4,1,72,3,21,3,1
56,No,Marketing,46,3083,1,Female,30,1,3,Manager,2,Divorced,14454,4,Yes,4,4,50,3,15,7,7
55,Yes,Marketing,9,3084,3,Female,81,2,4,Manager,2,Divorced,12333,2,Yes,4,1,22,4,2,12,2
38,No,HR,39,3085,4,Male,44,4,2,Analyst,4,Divorced,7403,2,Yes,1,1,68,3,26,3,9
46,Yes,HR,2,3086,2,Male,65,1,3,Manager,2,Married,14742,4,No,4,4,13,1,15,3,6
53,Yes,Finance,35,3087,1,Female,17,4,3,Assistant,2,Single,19438,3,No,1,2,14,2,11,4,2
30,No,Marketing,9,3088,1,Female,91,4,4,Manager,2,Married,15700,1,Yes,4,2,14,4,24,5,5
31,No,Sales,49,3089,1,Female,65,3,2,Analyst,1,Single,10412,3,Yes,4,4,34,3,1,8,0
40,No,Finance,42,3090,4,Female,60,2,1,Assistant,3,Married,15103,4,Yes,2,1,10,2,14,9,3
30,No,Marketing,14,3091,3,Female,54,4,2,Executive,5,Divorced,10125,1,No,2,4,92,2,27,13,8
58,No,Sales,14,3092,2,Male,43,1,1,Analyst,1,Divorced,6467,3,No,2,2,36,4,4,5,6
47,No,Marketing,1,3093,2,Male,37,4,5,Analyst,3,Single,4494,4,Yes,1,4,71,4,6,8,6
24,No,IT,12,3094,4,Male,31,2,2,Manager,5,Single,7133,4,Yes,4,2,20,2,8,3,3
36,Yes,Sales,35,3095,3,Male,99,4,1,Assistant,5,Married,6703,4,No,1,4,14,3,20,11,9
39,No,IT,25,3096,3,Female,83,3,4,Analyst,1,Married,18499,2,No,4,2,44,4,2,7,0
31,No,HR,7,3097,4,Female,99,2,1,Assistant,4,Single,19566,1,Yes,3,1,75,1,4,3,0
25,No,Finance,45,3098,4,Female,80,2,5,Assistant,1,Single,4236,1,Yes,2,2,96,2,17,12,2
36,No,Marketing,39,3099,2,Female,37,1,1,Manager,5,Married,15427,2,Yes,2,2,7,4,24,12,6
38,No,Finance,35,3100,1,Female,89,3,2,Analyst,2,Single,11812,3,Yes,1,1,23,4,9,10,6
45,No,Marketing,11,3101,3,Male,93,1,1,Assistant,2,Single,18838,3,No,3,3,31,3,19,3,4
51,No,IT,7,3102,1,Male,37,2,2,Assistant,4,Single,7127,4,Yes,4,3,70,1,8,4,8
25,No,Sales,47,3103,4,Male,21,4,5,Executive,1,Single,3234,4,No,2,1,24,4,9,2,1
55,No,Sales,23,3104,1,Male,57,3,1,Manager,5,Divorced,3072,4,Yes,2,2,45,1,28,7,8
57,No,Marketing,24,3105,2,Male,76,2,1,Analyst,2,Divorced,4789,3,No,2,1,80,2,13,6,8
30,Yes,IT,47,3106,1,Female,48,3,5,Assistant,3,Single,11859,2,Yes,2,3,94,2,8,11,5
52,No,Marketing,1,3107,3,Female,65,1,1,Manager,2,Married,7023,2,No,3,1,9,2,14,3,3
43,No,Marketing,36,3108,2,Female,58,2,2,Analyst,4,Divorced,15004,1,No,4,4,49,4,18,1,4
42,No,Marketing,43,3109,1,Female,84,3,3,Assistant,1,Married,13531,4,No,1,3,55,1,18,12,5
34,Yes,Sales,10,3110,4,Female,94,3,3,Analyst,1,Married,17244,2,Yes,4,1,71,1,10,10,3
46,No,Marketing,13,3111,2,Male,69,4,2,Analyst,2,Divorced,14551,4,Yes,1,1,0,4,29,3,8
30,No,Sales,31,3112,1,Male,80,4,1,Manager,3,Married,5260,2,Yes,3,2,8,1,20,4,1
36,No,HR,43,3113,3,Male,72,2,2,Manager,1,Married,7262,1,No,2,2,47,2,1,10,7
33,No,IT,11,3114,3,Female,57,4,5,Executive,1,Single,10388,1,Yes,2,3,25,2,12,1,8
46,No,HR,32,3115,2,Female,75,3,2,Executive,5,Single,9934,4,No,2,1,9,4,3,8,3
37,No,Marketing,23,3116,3,Female,52,1,3,Executive,4,Single,10456,2,No,4,1,89,3,20,2,8
47,No,Sales,31,3117,4,Female,42,3,4,Assistant,5,Divorced,17191,4,Yes,3,3,57,3,12,3,1
23,No,IT,35,3118,3,Male,71,3,5,Executive,4,Single,13219,3,Yes,1,3,44,2,18,13,2
26,No,Finance,30,3119,3,Female,55,3,1,Analyst,1,Married,11370,3,No,1,2,17,1,12,5,9
54,No,IT,14,3120,2,Male,87,3,2,Manager,3,Married,9117,3,Yes,2,2,58,4,7,9,4
28,No,IT,28,3121,2,Female,64,4,5,Analyst,3,Married,5051,4,No,1,1,56,1,29,6,3
27,No,Marketing,14,3122,4,Male,75,3,3,Manager,1,Married,17279,2,Yes,3,3,66,2,26,3,2
36,No,HR,21,3123,2,Female,83,4,1,Manager,4,Married,14727,2,No,4,1,27,3,3,3,3
36,No,HR,48,3124,2,Female,77,3,2,Analyst,5,Divorced,5940,1,Yes,4,1,80,2,7,8,8
52,No,Finance,45,3125,1,Male,95,3,2,Analyst,5,Married,14009,3,Yes,4,1,14,4,23,4,8
51,No,Marketing,19,3126,2,Male,40,3,1,Assistant,5,Divorced,6628,4,Yes,4,4,34,4,13,5,4
27,No,IT,46,3127,1,Female,40,3,4,Manager,4,Married,10634,2,No,3,2,41,2,29,4,6
38,No,HR,16,3128,1,Male,87,1,4,Executive,1,Divorced,8463,2,No,3,1,24,1,11,11,7
57,No,HR,39,3129,4,Female,37,1,5,Assistant,3,Divorced,12423,3,Yes,4,2,12,2,25,9,1
22,No,Sales,35,3130,4,Female,66,4,2,Executive,5,Married,6698,2,Yes,4,2,65,2,20,8,8
24,No,IT,3,3131,3,Male,87,2,5,Assistant,4,Married,4959,4,Yes,3,4,98,1,20,14,8
32,Yes,Marketing,5,3132,2,Female,88,1,1,Manager,4,Married,4526,2,Yes,2,1,56,1,17,13,1
50,No,HR,37,3133,1,Female,84,3,5,Analyst,5,Married,13369,1,Yes,2,3,60,1,15,7,5
35,No,Marketing,26,3134,3,Male,18,4,2,Analyst,1,Single,9929,4,Yes,1,4,85,1,27,4,3
51,No,IT,28,3135,1,Female,15,4,4,Manager,3,Single,6519,2,No,3,4,81,3,6,9,0
41,No,IT,28,3136,1,Female,20,4,4,Analyst,3,Divorced,17071,4,Yes,1,3,84,4,6,11,4
48,No,HR,13,3137,2,Female,70,3,1,Manager,4,Divorced,15311,2,No,3,3,10,3,7,8,2
41,No,Finance,26,3138,3,Female,43,4,3,Manager,1,Single,3376,1,Yes,1,1,56,2,9,8,0
22,Yes,Marketing,40,3139,3,Male,17,3,5,Manager,2,Divorced,3778,3,No,1,3,42,1,26,10,1
29,Yes,Marketing,34,3140,4,Male,56,3,1,Assistant,3,Married,8275,1,No,3,4,46,4,26,2,6
40,No,Sales,4,3141,2,Male,23,1,4,Analyst,2,Divorced,6343,1,Yes,4,1,41,1,26,5,0
35,No,IT,22,3142,1,Female,95,2,2,Assistant,4,Divorced,17428,4,Yes,4,4,3,1,9,6,2
31,No,IT,33,3143,1,Male,73,4,2,Executive,3,Divorced,6595,1,Yes,1,1,61,3,21,6,0
21,No,HR,7,3144,4,Male,52,1,3,Manager,1,Single,17061,1,No,1,1,24,2,18,9,0
