Age,Attrition,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,external_avg_salary,external_job_demand,salary_gap,NoRecentPromotion,StagnationScore,SatisfactionIndex,Department_HR,Department_Human Resources,Department_IT,Department_Marketing,Department_Research & Development,Department_Sales,Gender_Male,JobRole_Assistant,JobRole_Executive,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,JobRoleMapped_Laboratory Technician,JobRoleMapped_Manager,JobRoleMapped_Other,JobRoleMapped_Research Scientist,JobRoleMapped_Sales Executive,IncomeCategory_Medium,IncomeCategory_High,TenureCategory_3-5 years,TenureCategory_6-10 years,TenureCategory_10+ years,AgeGroup_26-35,AgeGroup_36-45,AgeGroup_46-55,AgeGroup_55+
46,0,39,1,72,4,3,2,11095,4,1,4,88,4,29,1,9,69047.72894688007,12784,57952.72894688007,1,10,2.33,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
21,0,22,3,71,2,2,3,10076,2,2,1,84,2,11,14,3,69047.72894688007,12784,58971.72894688007,1,17,2.33,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
50,0,42,4,66,2,2,5,3877,1,2,2,7,4,17,11,0,69047.72894688007,12784,65170.72894688007,0,11,3.67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
33,0,25,1,51,3,5,3,3785,1,3,2,16,2,11,4,4,69047.72894688007,12784,65262.72894688007,1,8,2.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
21,1,3,2,16,1,5,3,17470,4,3,2,99,4,5,14,5,102997.714045,2542,85527.714045,1,19,2.33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
48,1,24,1,48,3,2,5,3100,1,3,3,33,4,6,3,6,69047.72894688007,12784,65947.72894688007,1,9,3.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
34,0,18,1,48,1,4,3,11567,3,3,1,47,4,14,1,9,102997.714045,2542,91430.714045,1,10,1.67,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
31,0,27,1,72,4,4,4,11837,2,1,4,9,1,16,6,8,102997.714045,2542,91160.714045,1,14,3.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
56,0,37,4,87,1,1,1,6382,3,1,3,94,2,28,10,3,69047.72894688007,12784,62665.72894688007,1,13,2.67,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
47,0,39,4,75,3,3,2,13932,4,1,4,77,4,14,1,0,69047.72894688007,12784,55115.72894688007,0,1,3.33,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
39,0,36,2,68,4,4,5,16911,4,3,4,74,4,1,1,3,69047.72894688007,12784,52136.72894688007,1,4,3.67,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
58,1,48,3,81,4,3,1,10292,3,2,1,74,2,24,7,6,69047.72894688007,12784,58755.72894688007,1,13,1.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
43,0,26,2,44,4,5,2,11076,2,1,4,28,4,5,1,0,69047.72894688007,12784,57971.72894688007,0,1,2.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
40,0,49,1,97,1,4,5,5349,4,3,4,15,3,5,11,8,69047.72894688007,12784,63698.72894688007,1,19,3.33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
29,1,31,3,94,1,4,5,19767,3,1,2,18,1,8,13,5,102997.714045,2542,83230.714045,1,18,3.33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
33,0,16,4,73,4,4,4,19138,3,1,4,85,1,14,3,9,69047.72894688007,12784,49909.72894688007,1,12,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
56,0,10,4,72,3,1,5,5585,3,4,2,23,1,8,5,7,69047.72894688007,12784,63462.72894688007,1,12,3.67,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37,0,1,4,38,2,5,4,5096,2,1,2,42,4,9,3,5,69047.72894688007,12784,63951.72894688007,1,8,3.33,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
43,0,9,4,29,2,2,2,3318,2,3,4,55,1,27,6,6,102997.714045,2542,99679.714045,1,12,3.33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
33,1,37,4,36,4,1,3,11212,4,1,2,38,3,20,14,2,69047.72894688007,12784,57835.72894688007,0,16,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
53,0,14,3,46,2,1,4,19975,3,4,3,8,3,3,14,7,102997.714045,2542,83022.714045,1,21,3.33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
31,0,29,1,89,1,4,3,7104,1,2,4,92,2,10,9,4,69047.72894688007,12784,61943.72894688007,1,13,2.67,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
41,0,2,1,56,3,1,3,6126,1,1,3,47,4,16,2,6,69047.72894688007,12784,62921.72894688007,1,8,2.33,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
25,0,3,3,73,2,2,5,13757,3,3,3,32,1,11,7,6,69047.72894688007,12784,55290.72894688007,1,13,3.67,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
55,0,27,1,97,4,1,1,9912,3,3,4,41,3,2,4,5,69047.72894688007,12784,59135.72894688007,1,9,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
55,0,6,4,69,4,1,3,8348,3,1,1,90,3,1,13,2,102997.714045,2542,94649.714045,0,15,2.67,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
41,0,37,4,19,1,4,1,4270,4,1,3,91,4,10,11,0,102997.714045,2542,98727.714045,0,11,2.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
33,0,29,1,55,4,5,4,3281,3,2,1,33,1,21,6,5,102997.714045,2542,99716.714045,1,11,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
35,0,45,2,71,4,2,3,15544,1,2,3,44,2,6,10,8,69047.72894688007,12784,53503.72894688007,1,18,2.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
55,0,13,1,67,4,4,3,4829,2,2,1,35,2,8,12,1,102997.714045,2542,98168.714045,0,13,1.67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
44,0,16,2,52,1,1,3,19338,1,4,3,31,4,6,10,1,69047.72894688007,12784,49709.72894688007,0,11,2.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
51,0,48,1,15,3,2,1,6739,3,3,1,81,3,2,6,9,102997.714045,2542,96258.714045,1,15,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
52,0,1,3,74,1,3,4,9276,1,1,2,25,3,8,8,0,69047.72894688007,12784,59771.72894688007,0,8,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
55,0,24,3,90,1,1,1,17421,2,1,2,79,4,21,7,0,69047.72894688007,12784,51626.72894688007,0,7,2.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
39,0,43,3,60,1,5,2,10763,2,1,2,95,4,29,13,1,69047.72894688007,12784,58284.72894688007,0,14,2.33,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
37,0,28,4,18,1,1,2,18237,2,4,2,32,4,3,5,0,102997.714045,2542,84760.714045,0,5,2.67,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
57,0,11,1,29,2,5,5,19284,2,3,3,87,1,22,7,5,69047.72894688007,12784,49763.72894688007,1,12,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
22,1,23,1,95,2,3,3,5807,1,2,3,42,1,12,12,4,69047.72894688007,12784,63240.72894688007,1,16,2.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
42,0,30,1,26,3,4,2,5919,1,4,4,5,2,6,12,7,69047.72894688007,12784,63128.72894688007,1,19,2.33,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
51,1,47,3,15,1,4,2,14196,4,4,3,51,4,19,14,9,69047.72894688007,12784,54851.72894688007,1,23,2.67,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
35,0,15,3,91,3,4,1,8756,1,3,2,59,4,7,6,6,69047.72894688007,12784,60291.72894688007,1,12,2.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
24,0,23,2,44,1,2,4,9707,4,3,4,77,3,23,13,3,69047.72894688007,12784,59340.72894688007,1,16,3.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
23,1,14,2,88,3,5,3,15596,3,1,3,83,2,23,5,8,69047.72894688007,12784,53451.72894688007,1,13,2.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
40,1,17,3,20,3,1,3,6382,2,3,3,89,2,24,9,3,102997.714045,2542,96615.714045,1,12,3.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
59,1,46,1,87,3,2,5,6764,1,2,2,77,4,27,4,8,69047.72894688007,12784,62283.72894688007,1,12,2.67,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33,0,39,1,64,1,2,4,13439,1,1,3,58,2,23,12,3,102997.714045,2542,89558.714045,1,15,2.67,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
58,1,15,3,16,1,1,3,18150,4,1,3,43,2,13,7,1,69047.72894688007,12784,50897.72894688007,0,8,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
50,0,10,3,20,3,3,1,19300,4,4,2,23,3,4,13,1,69047.72894688007,12784,49747.72894688007,0,14,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
33,0,32,1,89,3,4,3,6424,2,4,4,70,2,21,7,5,102997.714045,2542,96573.714045,1,12,2.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
25,0,23,3,91,4,3,2,17271,2,4,1,66,4,14,3,5,69047.72894688007,12784,51776.72894688007,1,8,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
31,0,38,4,52,3,3,3,13995,4,1,4,39,3,4,8,6,69047.72894688007,12784,55052.72894688007,1,14,3.67,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
35,1,43,1,90,1,4,2,16582,4,2,4,89,4,18,9,6,69047.72894688007,12784,52465.72894688007,1,15,2.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
36,1,12,1,97,2,3,4,16332,3,4,3,19,3,7,11,2,69047.72894688007,12784,52715.72894688007,0,13,2.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
42,1,9,3,32,3,2,2,14299,1,4,1,24,1,13,5,9,69047.72894688007,12784,54748.72894688007,1,14,2.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
33,0,44,1,33,2,1,4,3197,3,4,3,93,4,3,1,6,69047.72894688007,12784,65850.72894688007,1,7,2.67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
26,1,27,4,42,1,2,5,5688,2,3,1,31,2,29,1,8,69047.72894688007,12784,63359.72894688007,1,9,3.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
51,0,21,1,26,2,2,2,17889,2,1,2,70,2,17,5,8,69047.72894688007,12784,51158.72894688007,1,13,1.67,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
34,0,44,3,66,2,5,4,10098,3,3,1,51,3,1,14,6,69047.72894688007,12784,58949.72894688007,1,20,2.67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
36,0,46,3,91,2,4,1,12760,2,1,1,84,2,25,2,3,69047.72894688007,12784,56287.72894688007,1,5,1.67,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
53,0,25,1,72,3,4,4,12062,4,2,3,20,2,11,2,7,69047.72894688007,12784,56985.72894688007,1,9,2.67,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
24,0,10,1,36,4,2,5,3509,2,3,2,48,2,19,12,1,69047.72894688007,12784,65538.72894688007,0,13,2.67,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46,0,14,2,59,1,4,2,15225,3,4,2,22,1,7,13,7,102997.714045,2542,87772.714045,1,20,2.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
42,0,13,2,76,2,5,1,5250,4,3,1,63,4,25,6,2,102997.714045,2542,97747.714045,0,8,1.33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
59,0,47,4,56,1,1,4,7671,2,3,2,11,3,14,5,4,69047.72894688007,12784,61376.72894688007,1,9,3.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
33,0,21,3,81,1,3,2,8010,3,2,3,67,3,7,14,2,69047.72894688007,12784,61037.72894688007,0,16,2.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
34,0,48,3,23,3,4,5,3984,2,4,2,82,4,27,11,5,69047.72894688007,12784,65063.72894688007,1,16,3.33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
52,0,44,3,78,3,2,3,3795,2,4,4,4,1,24,13,5,69047.72894688007,12784,65252.72894688007,1,18,3.33,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
50,0,3,3,29,3,4,5,9089,1,2,2,64,4,22,2,7,69047.72894688007,12784,59958.72894688007,1,9,3.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
54,0,15,2,44,2,2,5,17046,2,4,1,94,3,11,14,0,102997.714045,2542,85951.714045,0,14,2.67,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
36,0,6,4,40,4,3,2,3847,3,2,3,63,2,19,5,4,102997.714045,2542,99150.714045,1,9,3.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
47,0,4,4,83,1,4,2,10593,4,2,4,42,2,16,11,4,69047.72894688007,12784,58454.72894688007,1,15,3.33,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
38,0,15,2,36,3,3,4,18074,4,4,2,47,2,17,4,8,69047.72894688007,12784,50973.72894688007,1,12,2.67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
42,0,8,3,68,4,2,1,10627,3,1,1,1,1,26,6,9,69047.72894688007,12784,58420.72894688007,1,15,1.67,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
51,1,16,2,72,1,5,5,7457,3,3,2,65,1,14,1,3,69047.72894688007,12784,61590.72894688007,1,4,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
59,0,33,4,93,2,5,2,7571,3,2,2,74,1,24,14,5,69047.72894688007,12784,61476.72894688007,1,19,2.67,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
32,1,11,1,67,4,1,2,15591,2,1,2,72,2,22,12,9,69047.72894688007,12784,53456.72894688007,1,21,1.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
39,0,16,3,33,4,2,5,12629,3,3,3,66,3,15,3,6,69047.72894688007,12784,56418.72894688007,1,9,3.67,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
54,0,19,3,48,1,2,4,17039,4,4,3,32,1,18,5,2,102997.714045,2542,85958.714045,0,7,3.33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
24,0,19,3,96,3,2,2,4095,4,1,4,22,4,12,8,5,102997.714045,2542,98902.714045,1,13,3.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
28,0,48,4,28,1,5,3,14714,3,2,1,81,2,13,2,2,69047.72894688007,12784,54333.72894688007,0,4,2.67,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
48,0,3,1,36,4,5,3,4806,2,1,2,61,2,26,8,5,69047.72894688007,12784,64241.72894688007,1,13,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
25,0,13,1,27,3,5,1,18143,1,3,2,73,2,24,8,0,69047.72894688007,12784,50904.72894688007,0,8,1.33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
44,0,41,2,78,1,4,4,11399,4,2,2,58,2,4,6,8,69047.72894688007,12784,57648.72894688007,1,14,2.67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
50,0,7,1,70,4,4,5,12557,2,2,1,94,3,10,5,5,69047.72894688007,12784,56490.72894688007,1,10,2.33,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
41,0,5,2,86,3,5,5,8501,3,1,1,79,2,9,7,5,69047.72894688007,12784,60546.72894688007,1,12,2.67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
21,0,7,2,56,2,3,5,10276,4,4,2,26,2,12,6,3,69047.72894688007,12784,58771.72894688007,1,9,3.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
24,0,42,1,80,2,4,3,14117,3,3,4,67,3,25,9,4,102997.714045,2542,88880.714045,1,13,2.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
46,0,49,2,77,2,4,5,15449,4,2,4,42,4,25,2,3,69047.72894688007,12784,53598.72894688007,1,5,3.67,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
44,0,15,1,56,2,4,1,13255,3,1,4,53,4,4,12,5,69047.72894688007,12784,55792.72894688007,1,17,2.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
27,1,28,1,48,2,4,3,18761,3,4,3,64,3,6,6,6,69047.72894688007,12784,50286.72894688007,1,12,2.33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
20,0,15,4,43,1,1,2,17015,4,3,2,45,2,14,11,0,102997.714045,2542,85982.714045,0,11,2.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
39,1,1,4,40,1,4,4,5497,4,2,1,11,1,4,12,2,69047.72894688007,12784,63550.72894688007,0,14,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
42,0,19,3,37,2,3,2,8850,4,2,2,54,1,26,7,1,69047.72894688007,12784,60197.72894688007,0,8,2.33,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
51,0,31,2,50,2,1,2,4787,3,1,2,57,2,10,1,4,102997.714045,2542,98210.714045,1,5,2.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
30,1,36,1,23,4,4,4,5561,1,4,4,8,3,5,14,7,69047.72894688007,12784,63486.72894688007,1,21,3.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
58,0,33,4,99,4,2,4,19288,4,1,1,92,2,7,9,4,69047.72894688007,12784,49759.72894688007,1,13,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
43,0,45,2,56,2,1,5,3915,4,4,2,45,2,7,13,8,102997.714045,2542,99082.714045,1,21,3.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
30,0,13,1,81,1,4,5,10313,1,4,4,36,3,10,8,0,69047.72894688007,12784,58734.72894688007,0,8,3.33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
48,1,13,3,21,4,3,1,13988,2,3,4,64,3,22,5,5,69047.72894688007,12784,55059.72894688007,1,10,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
45,0,47,1,37,1,5,4,17616,2,1,1,82,1,28,14,2,102997.714045,2542,85381.714045,0,16,2.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
35,0,9,3,46,2,4,4,16454,2,2,1,76,1,26,5,1,69047.72894688007,12784,52593.72894688007,0,6,2.67,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
54,0,38,2,37,2,2,2,7593,3,2,2,63,2,20,9,3,69047.72894688007,12784,61454.72894688007,1,12,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
